TP,P_0,P_1,P_2,P_3,P_4
T_53,14.345795337408923,13.223574474745101,22.862592984619955,32.41355603419363,31.67162344035244
T_54,3.8242964610855266,7.816073834154942,8.691551818110094,8.051635891271793,4.212119039197567
T_55,14.39578026347537,8.562798737596712,6.883353106819576,14.834185866228957,11.432103628887738
T_56,26.923608118275837,16.391035312719648,14.598522879182061,31.460653301521482,21.406925331134644
T_57,19.976371043027505,16.712433031153417,22.624714455199907,32.63627344264809,13.344844290483893
T_58,16.588553841396216,10.060382671658065,20.781292839002074,19.542089902371224,13.460799090259808
T_59,17.38322114524943,25.466919367667558,29.776761313884155,12.260318284939034,14.760711164042547
T_60,34.32679127652892,36.25229706084924,22.157320594356726,21.01750654585248,31.083043921530212
T_61,12.547282821682217,21.10104293711094,22.075053979593264,19.26908103234402,13.528973509129436
T_62,7.3368840143302645,7.457903860638137,10.257439827662402,13.55430189176939,6.716892854763806
T_63,10.031720730764563,11.014106468062357,13.756046843258378,26.587345865748816,26.077644724592794
T_64,16.07163023317168,24.180000783786156,34.98709698327957,24.905924629794864,26.98668934889578
T_65,16.301296180050265,18.21630623981887,14.252656693232986,11.561027944846618,16.412543800187578
T_66,6.7853617255532575,4.144758337231304,5.236694538247422,2.8819309034810647,6.818460591551451
T_67,21.336978159393627,21.16968928636404,20.123394874120862,20.51005994933991,17.22931681818002
T_68,34.92943100091124,24.172663420122042,33.5861947869562,28.37291426791557,18.84715927376552
T_69,12.555701830879638,10.37073427372425,8.154064797060864,13.961271572655182,18.261362117569504
T_70,23.683867367837493,22.549218720713117,24.43102237498158,11.896694351706918,14.351566784165215
T_71,17.12649028777688,12.340154723992525,11.285720276500882,9.173373338664977,23.46375298032399
T_72,30.68587773966238,22.783259650821776,12.42405046338818,26.064115304113862,18.197050015630296
T_73,2.464129011203113,4.10660711220393,4.623411733536947,5.031992596989473,3.2214639299571397
T_74,7.579276328159732,7.123553541699536,7.903976067808702,5.003819824399338,5.044940457742317
T_75,13.155951592663502,32.55830097516513,14.872482583237748,15.775108577157443,17.146310332343816
T_76,8.953464953020642,15.435188360104199,16.85417542162768,15.898579526781482,18.618237248803048
T_77,10.644316771608416,14.970199447275899,19.021551790087422,15.229615868978632,11.231696200580211
T_78,18.302497603395416,16.565416021920747,14.0516950987452,22.864637270411478,22.691769673641044
T_79,29.16645782368389,20.79595259675492,10.255125897627357,29.509183778890453,12.083330013628267
T_80,33.74001474415308,36.52336153254873,24.96835353251616,36.46708198946581,33.68211780049553
T_81,25.47066194778815,28.02278130330823,13.426704155549592,15.7650744664345,10.547999630788148
T_82,16.998664834724742,20.55956572685095,24.06739412721292,19.65640663582696,29.623012140246384
T_83,13.166084510598182,7.914356988738542,12.409437577293076,14.790711456563928,12.77702854334727
T_84,7.580057902581597,5.406253181949656,11.78432464349647,6.794939777815047,12.22457463953905
T_85,4.617221372362104,5.963501246140911,7.628623972610488,7.758866839486694,7.724189992019016
T_86,12.73599427038421,12.768722615177337,30.624152099545086,14.178330714997147,26.31478517260814
T_87,13.052013791960619,17.829192426520514,20.650564888074392,11.71798900332607,7.135161646331724
T_88,16.895305715068318,17.29626425039195,9.975112606150615,24.913012445313306,18.761584977938902
T_89,4.84955905824811,10.380198501781194,8.674160584747693,6.987272670167545,10.94326185356432
T_90,8.616659788192964,11.478373327099714,21.70063591481226,10.523485215991254,19.954956203376646
T_91,23.94371402194319,14.26870790872033,31.81425735137084,25.53355816167991,18.934211031154167
T_92,16.530375273609994,15.863046708046177,11.44620794615221,12.51757479273548,12.65802836708448
T_93,18.33276643486442,12.047192551284823,18.22524623263442,26.673902124078843,10.514309786702151
T_94,11.18271640040807,12.966781423918478,19.629736293875368,23.315924131464232,25.998478003230897
T_95,15.320535140787342,17.73245718267997,18.139086062518402,8.821117590475982,14.45732338536348
T_96,13.220306580040148,9.130681835181802,17.868226574412926,13.867138893216996,8.469777746692596
T_97,13.192220392834804,31.49452969160963,11.001065986132428,20.033853673140985,15.608511368405429
T_98,11.275901114227214,11.539874029195309,7.690387825173556,18.072546879087803,18.10645035196501
T_99,27.95435203677995,24.947440648267612,17.715207956560427,17.48405332388893,20.93016971781682
T_100,5.705700236372428,8.076427311756413,4.96591551953621,9.081360024555565,6.722766412190412
T_101,25.052669671395822,14.73665224051765,14.625432355637312,22.526356598661632,26.1136518342105
T_102,14.685899930509162,28.879452963933886,21.907820919030165,15.244827852760674,13.564971832627307
T_103,22.651575377846093,24.14468166640327,32.05420885479837,25.033120111804873,13.689237472990115
T_104,8.645871242119888,12.13902874542292,19.471209896083266,9.733931695881159,11.173937550307413
T_105,18.62995745180278,31.79904915957179,24.48460932141737,11.26192246132279,14.469673695604744
T_106,6.733477170244949,12.522479266914475,13.267737734619782,10.78060504630557,15.10424840718889
T_107,7.432683826456985,5.454263413620177,5.616654912821182,9.357808228106649,6.794640735515268
T_108,13.356349189226899,18.979975054427893,24.856163030282993,10.79196321385734,24.086778831549395
T_109,10.577836511753668,10.166193856136989,8.545242302200023,5.067981887883494,7.865884836959145
T_110,33.99842952720002,34.799599927451354,19.835276722346634,30.497516577660818,22.41813909448393
T_111,22.63901635425848,23.37435732275521,18.495973870444708,12.58880459452737,19.485312523214155
T_112,6.007783177084425,12.089155179017208,10.625593679164753,10.334520764797563,6.2393249845098575
T_113,13.676593892401486,17.667005560321865,18.100054985871466,15.935121537702623,29.516763374592387
T_114,10.781416427649628,12.384748095935873,7.067615463731311,16.902846414872073,9.631009167474382
T_115,11.882311006255202,27.955677290458965,24.199026491928468,27.757773947470106,25.382464580584745
T_116,14.256420246809395,27.28817690950096,30.971591033758045,14.943117322795413,13.404251518188225
T_117,11.321712092639842,21.088120588017905,12.523810051180286,15.70673966726659,16.989191663323098
T_118,2.6939524433922992,3.0396687756954424,4.133914052080561,2.085681823997549,5.184830119596818
T_119,24.97885086006328,27.92105855384577,29.17143727729979,15.442795225107098,15.944280824822261
T_120,8.231879091279364,22.003513020834898,15.116113755059015,12.329577089422926,19.00798854062075
T_121,20.6959910274616,9.02297325144945,11.392450442976022,12.396922411978155,7.940915561053708
T_122,7.957021784145558,14.487018252984594,17.1054506355635,15.467468409462732,16.922951284272155
T_123,23.964619109268344,17.750130557226697,9.024413381992769,19.211344862293558,10.898491000359712
T_124,10.8903525647026,16.25919940354054,18.01952955621815,18.3527343185966,17.488489700481004
T_125,24.518541007108098,22.86822810530603,18.713625041653952,11.290316447340139,19.03279752809464
T_126,12.879269694743648,12.856542881925495,13.081033378792156,5.063445205509628,5.961831969195754
T_127,8.052349845071467,4.612246843924722,7.087025828795575,6.564971351190156,5.222574639928347
T_128,15.845373996410427,21.964355274888366,24.84613188362954,13.194830712367077,16.5663692847162
T_129,18.226672484978888,14.684268055304031,25.63820288384187,32.95007429368599,15.19553184874383
T_130,19.337484142516953,19.584406724891114,31.071349261081533,27.527640880979526,21.729803439353844
T_131,11.082285628696106,16.504003785734433,22.90670352744796,25.175894574209003,18.973649307652757
T_132,21.957615532855563,8.360867737811978,12.376519938486078,11.35947872033324,23.607916858461216
T_133,25.248952137176722,12.997061006450805,12.573840718252027,31.50148314029336,27.526207204576814
T_134,21.600062862954726,9.315092311310327,17.304083756211643,23.50304780643869,9.370941059673159
T_135,17.57008767446578,31.954367738983322,15.01856745236456,23.20679645865114,20.604331174615233
T_136,21.34264328812754,13.20891595762178,23.0205049942667,13.283904906755252,25.97884617022665
T_137,15.15089689877939,23.040808661605734,29.28641210000004,21.82311183837195,21.86614858002593
T_138,5.944489773114426,5.731070555439454,9.991644382686605,6.843605677575246,9.564765381534977
T_139,27.431305894332752,34.83086522448762,19.92457763840583,13.660952264569662,23.872024154190647
T_140,30.858663003279375,29.63927699597796,14.516461180903063,19.725354400891696,16.936820552127724
T_141,16.247083919285405,30.547639478995897,21.870497446264952,29.690683268906,22.489589410929995
T_142,17.99716716674139,17.036108249663585,16.03367676405287,6.82467886687613,10.884650605243383
T_143,18.520610831740775,17.791128413406998,25.513860033149115,25.415279700092047,14.901807130076996
T_144,11.393338743690308,15.609412796750203,19.72200833275914,23.72797054569484,14.531526406479664
T_145,26.902824677129676,12.22790305738602,26.956207483447635,25.087612253586947,20.82729068889865
T_146,24.284766719142873,12.784479130559157,19.66553331168441,32.093463333596226,13.27406253618542
T_147,11.628600837391595,11.061957458439306,10.477187544379191,20.425578726165803,16.191790949105844
T_148,11.864091958931798,16.529313574566814,19.344352002608126,25.43182680226508,17.536739726958807
T_149,25.68161611839293,20.462893253326364,29.55026448254357,21.804915937377444,10.436386659042673
T_150,31.562180117233193,35.79127363879452,18.49670267845451,34.47663508785719,30.78059439461074
T_151,22.79421778495618,9.5789741199035,18.068205855222793,28.185664725678034,20.128839675063617
T_152,13.462962369870814,22.518673235178092,12.822055278875919,33.11450540723112,13.817375759970103
T_153,8.854924026329204,19.463601619710584,21.864612109355285,18.70290727223871,20.42319033176743
T_154,15.074695858085683,34.2432503267229,29.87089672643529,29.012139856859392,16.219579109409384
T_155,18.13110232959183,25.133178794621905,9.254374168209498,21.326298131356214,12.196859258919515
T_156,16.363308382335944,25.30284230913565,21.300835604089333,13.231211230658307,28.960381234389107
T_157,23.49000515578807,11.465180896729672,25.20707691602295,29.149590137882747,14.23993518587321
T_158,15.372369242912518,22.336997516309722,18.740498219392187,28.474450017387106,21.19857258907563
T_159,13.949266944786277,16.098850495232806,19.47696862548237,15.73856115838389,23.51319755197249
T_160,15.634764114810626,33.69990655092307,28.533188466217837,31.724439896530534,16.713642602326765
T_161,25.50394467811799,19.22241498205663,14.655715422852262,14.961455525812667,31.120485545914903
T_162,16.1261075928565,22.155016676289982,13.659344946853935,24.33976075735448,22.204974390540013
T_163,12.71594626844741,34.523126272329804,28.319865547514308,14.891672236543034,20.392221935715853
T_164,29.451361015671843,26.970905949814885,30.328011154786097,24.937126570846488,22.220105457867056
T_165,5.602236246982365,13.560106617306037,12.842423265182447,14.13407004405953,13.551819521921502
T_166,24.399374034520264,9.93339195831013,10.456923986600117,23.446245405475263,11.41965439159269
T_167,13.821580251826145,25.357103117410055,18.109645959339556,18.407973571643048,11.50889152506579
T_168,17.81855419846094,16.61615127664715,27.004149619993736,25.967430100492678,19.805169930135396
T_169,13.532148185981335,25.990665947939377,16.903321594754807,16.233050186233395,10.259136359986202
T_170,14.607353199344775,11.18503772652497,17.785095569808117,17.099673069871812,23.318448966725803
T_171,10.643240268300499,11.01131442885708,12.45989636488417,14.36137969841825,11.771418349668092
T_172,28.020016152021135,18.242996099278862,19.693516516295993,28.528634112959516,31.42874282990386
T_173,8.092406126295952,6.241592476394708,3.8885981720930154,7.668429563991214,7.756567471005717
T_174,13.380548241311637,27.085161837602193,18.392004788086272,12.697434623958884,31.220797796565066
T_175,19.85880595953929,10.871924577749638,14.275858920692423,8.911272767423629,10.686494888135613
T_176,17.04635903792589,16.422490278677117,8.465153908956655,12.711676214254911,15.682142385660594
T_177,12.155519515992069,9.509235291192315,12.961403577280386,9.67311755137247,4.978420807385453
T_178,20.67265506530532,24.401717916230417,12.47609822607837,23.220658696104472,28.16533889787808
T_179,13.444668751165914,16.365554062735903,10.26660679796596,18.196658187787897,21.44382280985281
T_180,10.193739396714687,17.2668236874281,17.987411070026425,25.16014908900221,21.25652659950906
T_181,27.901724192796877,16.971932158292343,11.720629387369812,12.800278009438122,16.937324554295476
T_182,16.512228804640284,11.053716315324845,13.138139999802089,10.112869219285065,8.647313974380989
T_183,3.503583728933273,5.66680000076388,3.6451606925432274,5.5261372283306365,4.441980727692919
T_184,23.50864106214704,11.571986254414867,27.05978426207009,10.234402621832173,14.749254237124521
T_185,19.23965367724604,9.442499213224323,15.993182944168659,14.222541303232717,16.85378270119971
T_186,19.75477153911951,8.856203739571107,20.32852660312998,15.321078458068396,13.227551933678123
T_187,15.981176744830432,22.00656848257193,25.037399279686237,10.79740822676964,23.3414139572739
T_188,24.612176869313565,15.378203348274852,13.74667245499086,22.14446912108128,21.088584310290724
T_189,17.602874263004352,16.985594481116586,14.402104522173824,13.02544481068663,19.397501901867358
T_190,22.54722214231061,23.270503539741433,9.461791327100084,14.385035273880343,21.624893024662043
T_191,16.328655903049956,15.799971702428575,28.94663265724245,15.182457335573218,10.012363521114057
T_192,17.679803664639575,26.708564059889184,23.907066725164956,14.959703568491676,12.138353346990968
T_193,10.608406022548428,18.157559835229616,14.72713987878798,20.380257432907626,16.528456110816308
T_194,15.973745998531918,19.20403807796734,12.477308149687985,18.81137186362251,9.137429840690357
T_195,22.404032921558013,23.916361868108055,22.322703002515155,10.865584410772446,23.567024054284204
T_196,33.61923114971828,12.175149840363302,28.194415258913082,32.748248024115455,27.329358002422005
T_197,6.561087614336194,5.470727635891028,7.190553766265463,5.746615145329057,12.14456284037153
T_198,16.948514767898242,16.42850641358138,25.915972897371695,13.33846492871167,26.06912151971452
T_199,8.577917734797177,15.229717774954866,12.872770063874977,7.665578973032071,8.396897524349324
